GeneID,S9,S11,S1,S3,S5,S7,S13,S15,S17,S10,S12,S2,S4,S6,S8,S14,S16,S18
CLEC9A,80.9078165589025,40.0697380464935,27.7607469134034,58.8454020784818,52.5887208415909,10.0225154107872,50.1352210280886,6.28361876367403,8.53399854557795,3.18241523259849,4.52160844645182,17.458917639778,1.69308481264693,0,0,4.56534717917792,0.354000274294644,4.66308183718084
GRIN2B,11.7990565815066,26.0453297302207,1.46109194281071,2.67479100356735,7.51267440594156,10.0225154107872,71.9987008749243,32.7271810608022,13.1889068431659,1.27296609303939,1.29188812755766,2.38076149633337,22.01010256441,3.23779876350321,1.25520963536995,0.456534717917792,1.06200082288393,0
LRRK2,40.4539082794513,55.4298042976493,106.659711825182,16.0487460214041,105.177441683182,66.816769405248,155.683054771433,21.9926656728591,24.5675715706032,101.200804396632,59.4268538676524,462.661317454118,160.843057201458,93.896164141593,70.2917395807174,341.487969002508,339.486263048564,177.197109812872
LRP1,60.6808624191769,46.748027720909,39.4494824558891,58.8454020784818,52.5887208415909,40.0900616431488,226.173929450024,41.6289743093405,55.8588995710557,115.203431420065,33.5890913164992,111.895790327668,1257.96201579667,158.652139411657,92.8855130173766,178.048539987939,82.4820639106522,417.012747153601
IFNG,33.7115902328761,68.7863836464804,967.242866140688,248.755563331764,315.532325049546,86.8618002268224,19.9786971014188,204.217609819406,260.157652631861,15.9120761629924,167.299512518717,261.88376459667,0,110.085157959109,7.53125781221972,9.13069435835583,117.528091065822,27.9784910230851
PTPRR,16.855795116438,18.6992110883636,1.46109194281071,10.6991640142694,7.51267440594156,0,37.3186983592539,16.2326818061579,12.4130887935679,1.90944913955909,1.93783219133649,2.38076149633337,6.7723392505877,0,0,0.456534717917792,3.54000274294644,0.666154548168692
PAWR,35.3971697445199,62.1080939720649,17.5331033137285,29.4227010392409,37.5633720297078,23.3858692918368,32.0413066720867,27.2290146425875,18.8782392068846,5.72834741867727,8.3972728291248,7.1422844890001,1.69308481264693,6.47559752700641,2.51041927073991,1.82613887167117,16.6380128918483,0.666154548168692
KITLG,10.1134770698628,6.67828967441558,4.38327582843212,8.02437301070206,7.51267440594156,3.3408384702624,19.9786971014188,12.0436026303752,8.79260456211061,0.636483046519697,1.93783219133649,0,6.7723392505877,0,0,0,0,0.666154548168692
LUM,0,2.00348690232467,39.4494824558891,16.0487460214041,0,30.0675462323616,2.63869584358361,0.261817448486418,2.58606016532665,0,0,5.55511015811119,0,0,0,0,0,0
NR1H4,1.6855795116438,4.6748027720909,1.46109194281071,0,22.5380232178247,3.3408384702624,15.0782619633349,12.0436026303752,5.1721203306533,0.636483046519697,0.645944063778831,0,1.69308481264693,0,1.25520963536995,0.456534717917792,0,0.666154548168692
POLR3B,64.0520214424645,92.8282264743765,80.3600568545889,29.4227010392409,90.1520928712987,53.4534155241984,75.768266365758,132.741446382614,82.7539252904528,45.8267793494182,56.1971335487583,43.647294099445,0,38.8535851620385,51.4635950501681,61.6321869189019,70.0920543103396,55.2908274980014
TRAFD1,128.104042884929,138.240596260402,178.253217022906,77.5689391034532,105.177441683182,200.450308215744,217.126972272023,243.490227092369,213.349963639449,187.762498723311,297.134269338262,203.158314353781,194.704753454396,252.54830355325,313.802408842488,407.22896838267,215.586167045438,224.494082732849
P2RX4,293.290835026022,251.103691758026,248.38563027782,246.080772328196,202.842208960422,250.56288526968,361.124374021871,211.286680928539,211.022509490655,393.346522749173,289.382940572916,407.90380303845,455.439814602023,553.663588559048,353.969117174327,367.053913205904,424.446328879279,529.59286579411
